semEpi;estadoIBGE;municipio;faixa_etaria;casos
12;SP;FERNANDOPOLIS;20 a 39 anos;1
12;SP;FERNANDOPOLIS;60 a 69 anos;2
12;SP;FERNANDOPOLIS;70 anos e mais;3
12;SP;FERRAZ DE VASCONCELOS;20 a 39 anos;3
12;SP;FERRAZ DE VASCONCELOS;40 a 59 anos;2
12;SP;FERRAZ DE VASCONCELOS;70 anos e mais;1
12;SP;FLORIDA PAULISTA;70 anos e mais;1
12;SP;FRANCA;07 meses a 01 ano;3
12;SP;FRANCA;11 a 15 anos;1
12;SP;FRANCA;16 a 19 anos;1
12;SP;FRANCA;20 a 39 anos;10
12;SP;FRANCA;40 a 59 anos;6
12;SP;FRANCA;60 a 69 anos;2
12;SP;FRANCA;70 anos e mais;2
12;SP;FRANCISCO MORATO;16 a 19 anos;2
12;SP;FRANCISCO MORATO;20 a 39 anos;4
12;SP;FRANCISCO MORATO;40 a 59 anos;4
12;SP;FRANCISCO MORATO;60 a 69 anos;5
12;SP;FRANCISCO MORATO;70 anos e mais;4
12;SP;FRANCO DA ROCHA;20 a 39 anos;2
12;SP;FRANCO DA ROCHA;40 a 59 anos;4
12;SP;FRANCO DA ROCHA;60 a 69 anos;1
12;SP;GARCA;05 a 10 anos;2
12;SP;GARCA;20 a 39 anos;1
12;SP;GARCA;60 a 69 anos;1
12;SP;GARCA;70 anos e mais;2
12;SP;GAVIAO PEIXOTO;16 a 19 anos;1
12;SP;GAVIAO PEIXOTO;20 a 39 anos;1
12;SP;GETULINA;60 a 69 anos;1
12;SP;GLICERIO;70 anos e mais;1
12;SP;GUAICARA;07 meses a 01 ano;1
12;SP;GUAICARA;16 a 19 anos;2
12;SP;GUAICARA;20 a 39 anos;1
12;SP;GUAICARA;70 anos e mais;2
12;SP;GUAIRA;40 a 59 anos;1
12;SP;GUAPIACU;02 a 04 anos;1
12;SP;GUAPIACU;20 a 39 anos;1
12;SP;GUAPIACU;40 a 59 anos;1
12;SP;GUAPIARA;70 anos e mais;1
12;SP;GUARACAI;20 a 39 anos;1
12;SP;GUARANI D OESTE;0 a 06 meses;1
12;SP;GUARANI D OESTE;20 a 39 anos;2
12;SP;GUARANI D OESTE;40 a 59 anos;2
12;SP;GUARANI D OESTE;70 anos e mais;1
12;SP;GUARANI D OESTE;sem informaç ;1
12;SP;GUARANTA;70 anos e mais;1
12;SP;GUARARAPES;05 a 10 anos;1
12;SP;GUARARAPES;70 anos e mais;1
12;SP;GUARAREMA;20 a 39 anos;1
12;SP;GUARAREMA;40 a 59 anos;1
12;SP;GUAREI;20 a 39 anos;1
12;SP;GUARIBA;16 a 19 anos;1
12;SP;GUARUJA;40 a 59 anos;1
12;SP;GUARULHOS;02 a 04 anos;1
12;SP;GUARULHOS;07 meses a 01 ano;1
12;SP;GUARULHOS;11 a 15 anos;2
12;SP;GUARULHOS;16 a 19 anos;2
12;SP;GUARULHOS;20 a 39 anos;4
12;SP;GUARULHOS;40 a 59 anos;5
12;SP;GUARULHOS;60 a 69 anos;5
12;SP;GUARULHOS;70 anos e mais;1
12;SP;HORTOLANDIA;16 a 19 anos;1
12;SP;HORTOLANDIA;20 a 39 anos;3
12;SP;HORTOLANDIA;40 a 59 anos;1
12;SP;HORTOLANDIA;60 a 69 anos;2
12;SP;IBATE;20 a 39 anos;1
12;SP;IBATE;40 a 59 anos;2
12;SP;IBIRA;20 a 39 anos;1
12;SP;IBIRA;40 a 59 anos;1
12;SP;ICEM;16 a 19 anos;1
12;SP;IGUAPE;20 a 39 anos;2
12;SP;IGUAPE;40 a 59 anos;2
12;SP;ILHA COMPRIDA;20 a 39 anos;12
12;SP;ILHA COMPRIDA;40 a 59 anos;5
12;SP;ILHA COMPRIDA;60 a 69 anos;2
12;SP;ILHA COMPRIDA;70 anos e mais;1
12;SP;ILHA SOLTEIRA;20 a 39 anos;1
12;SP;ILHA SOLTEIRA;40 a 59 anos;1
12;SP;ILHABELA;40 a 59 anos;1
12;SP;INDAIATUBA;20 a 39 anos;1
12;SP;INDIANA;20 a 39 anos;1
12;SP;INDIANA;40 a 59 anos;1
12;SP;INDIAPORA;40 a 59 anos;2
12;SP;IPAUSSU;20 a 39 anos;1
12;SP;IPAUSSU;60 a 69 anos;1
12;SP;IPEUNA;20 a 39 anos;1
12;SP;IPIGUA;05 a 10 anos;1
12;SP;IPIGUA;40 a 59 anos;1
12;SP;IPUA;11 a 15 anos;1
12;SP;IPUA;20 a 39 anos;2
12;SP;IPUA;60 a 69 anos;1
12;SP;IRAPUA;20 a 39 anos;2
12;SP;IRAPURU;40 a 59 anos;1
12;SP;ITAI;20 a 39 anos;1
12;SP;ITAJOBI;40 a 59 anos;1
12;SP;ITANHAEM;11 a 15 anos;1
12;SP;ITANHAEM;40 a 59 anos;1
12;SP;ITAPECERICA DA SERRA;20 a 39 anos;1
12;SP;ITAPECERICA DA SERRA;40 a 59 anos;2
12;SP;ITAPECERICA DA SERRA;60 a 69 anos;1
12;SP;ITAPETININGA;40 a 59 anos;1
12;SP;ITAPEVA;05 a 10 anos;2
12;SP;ITAPEVA;20 a 39 anos;1
12;SP;ITAPEVA;40 a 59 anos;2
12;SP;ITAPEVI;20 a 39 anos;1
12;SP;ITAPEVI;40 a 59 anos;2
12;SP;ITAPIRAPUA PAULISTA;05 a 10 anos;1
12;SP;ITAPIRAPUA PAULISTA;20 a 39 anos;3
12;SP;ITAPIRAPUA PAULISTA;40 a 59 anos;2
12;SP;ITAPIRAPUA PAULISTA;60 a 69 anos;1
12;SP;ITAPOLIS;05 a 10 anos;1
12;SP;ITAPOLIS;40 a 59 anos;1
12;SP;ITAPOLIS;70 anos e mais;1
12;SP;ITAPUI;20 a 39 anos;1
12;SP;ITAQUAQUECETUBA;20 a 39 anos;3
12;SP;ITAQUAQUECETUBA;40 a 59 anos;1
12;SP;ITATIBA;40 a 59 anos;1
12;SP;ITATINGA;05 a 10 anos;1
12;SP;ITU;0 a 06 meses;1
12;SP;ITU;16 a 19 anos;1
12;SP;ITU;20 a 39 anos;2
12;SP;ITU;60 a 69 anos;1
12;SP;ITU;70 anos e mais;1
12;SP;JABOTICABAL;20 a 39 anos;1
12;SP;JABOTICABAL;70 anos e mais;1
12;SP;JACAREI;20 a 39 anos;4
12;SP;JACAREI;40 a 59 anos;4
12;SP;JACAREI;60 a 69 anos;2
12;SP;JACAREI;70 anos e mais;1
12;SP;JACI;05 a 10 anos;1
12;SP;JACI;70 anos e mais;1
12;SP;JACUPIRANGA;05 a 10 anos;1
12;SP;JACUPIRANGA;20 a 39 anos;3
12;SP;JACUPIRANGA;40 a 59 anos;3
12;SP;JACUPIRANGA;70 anos e mais;1
12;SP;JAGUARIUNA;20 a 39 anos;1
12;SP;JAGUARIUNA;40 a 59 anos;4
12;SP;JAGUARIUNA;60 a 69 anos;1
12;SP;JALES;07 meses a 01 ano;1
12;SP;JALES;20 a 39 anos;3
12;SP;JALES;40 a 59 anos;3
12;SP;JALES;60 a 69 anos;2
12;SP;JANDIRA;16 a 19 anos;1
12;SP;JARDINOPOLIS;70 anos e mais;1
12;SP;JARINU;60 a 69 anos;2
12;SP;JAU;20 a 39 anos;4
12;SP;JAU;40 a 59 anos;6
12;SP;JAU;70 anos e mais;2
12;SP;JOANOPOLIS;16 a 19 anos;1
12;SP;JOANOPOLIS;40 a 59 anos;1
12;SP;JOAO RAMALHO;20 a 39 anos;1
12;SP;JOSE BONIFACIO;60 a 69 anos;1
12;SP;JUNDIAI;40 a 59 anos;2
12;SP;JUNDIAI;70 anos e mais;1
12;SP;JUQUIA;20 a 39 anos;1
12;SP;JUQUIA;40 a 59 anos;1
12;SP;JUQUITIBA;11 a 15 anos;1
12;SP;LAGOINHA;70 anos e mais;1
12;SP;LARANJAL PAULISTA;16 a 19 anos;1
12;SP;LARANJAL PAULISTA;20 a 39 anos;1
12;SP;LEME;16 a 19 anos;1
12;SP;LEME;20 a 39 anos;1
12;SP;LEME;40 a 59 anos;1
12;SP;LEME;60 a 69 anos;2
12;SP;LEME;70 anos e mais;1
12;SP;LENCOIS PAULISTA;20 a 39 anos;3
12;SP;LENCOIS PAULISTA;40 a 59 anos;3
12;SP;LENCOIS PAULISTA;60 a 69 anos;3
12;SP;LENCOIS PAULISTA;70 anos e mais;1
12;SP;LIMEIRA;20 a 39 anos;2
12;SP;LINDOIA;40 a 59 anos;1
12;SP;LINS;05 a 10 anos;1
12;SP;LINS;40 a 59 anos;3
12;SP;LINS;60 a 69 anos;1
12;SP;LORENA;20 a 39 anos;1
12;SP;LORENA;60 a 69 anos;1
12;SP;LOURDES;07 meses a 01 ano;1
12;SP;LOURDES;sem informaç ;1
12;SP;LOUVEIRA;20 a 39 anos;2
12;SP;LOUVEIRA;40 a 59 anos;3
12;SP;LOUVEIRA;60 a 69 anos;1
12;SP;LOUVEIRA;70 anos e mais;1
12;SP;LUTECIA;20 a 39 anos;2
12;SP;LUTECIA;40 a 59 anos;1
12;SP;LUTECIA;60 a 69 anos;1
12;SP;LUTECIA;70 anos e mais;1
12;SP;MACATUBA;20 a 39 anos;2
12;SP;MACATUBA;40 a 59 anos;1
12;SP;MACATUBA;70 anos e mais;2
12;SP;MAIRINQUE;40 a 59 anos;1
12;SP;MAIRINQUE;60 a 69 anos;1
12;SP;MAIRINQUE;70 anos e mais;1
12;SP;MAIRIPORA;20 a 39 anos;1
12;SP;MAIRIPORA;40 a 59 anos;3
12;SP;MAIRIPORA;70 anos e mais;1
12;SP;MARABA PAULISTA;40 a 59 anos;1
12;SP;MARACAI;20 a 39 anos;3
12;SP;MARACAI;40 a 59 anos;3
12;SP;MARACAI;60 a 69 anos;1
12;SP;MARACAI;70 anos e mais;1
12;SP;MARILIA;16 a 19 anos;1
12;SP;MARILIA;40 a 59 anos;2
12;SP;MARINOPOLIS;20 a 39 anos;1
12;SP;MARTINOPOLIS;20 a 39 anos;1
12;SP;MARTINOPOLIS;60 a 69 anos;1
12;SP;MATAO;05 a 10 anos;1
12;SP;MATAO;20 a 39 anos;2
12;SP;MATAO;40 a 59 anos;5
12;SP;MATAO;70 anos e mais;2
12;SP;MAUA;20 a 39 anos;2
12;SP;MAUA;70 anos e mais;1
12;SP;MERIDIANO;40 a 59 anos;4
12;SP;MERIDIANO;60 a 69 anos;1
12;SP;MESOPOLIS;40 a 59 anos;1
12;SP;MIGUELOPOLIS;40 a 59 anos;1
12;SP;MINEIROS DO TIETE;60 a 69 anos;1
12;SP;MIRANDOPOLIS;20 a 39 anos;1
12;SP;MIRASSOL;20 a 39 anos;1
12;SP;MIRASSOL;70 anos e mais;1
12;SP;MOGI DAS CRUZES;40 a 59 anos;2
12;SP;MOGI DAS CRUZES;70 anos e mais;1
12;SP;MOGI GUACU;02 a 04 anos;1
12;SP;MOGI GUACU;05 a 10 anos;1
12;SP;MOGI GUACU;11 a 15 anos;1
12;SP;MOGI GUACU;16 a 19 anos;1
12;SP;MOGI GUACU;20 a 39 anos;5
12;SP;MOGI GUACU;40 a 59 anos;5
12;SP;MOGI GUACU;60 a 69 anos;1
12;SP;MOGI GUACU;70 anos e mais;1
12;SP;MOGI MIRIM;20 a 39 anos;2
12;SP;MOGI MIRIM;40 a 59 anos;3
12;SP;MOGI MIRIM;60 a 69 anos;1
12;SP;MOGI MIRIM;70 anos e mais;2
12;SP;MOMBUCA;20 a 39 anos;1
12;SP;MONCOES;40 a 59 anos;1
12;SP;MONCOES;60 a 69 anos;1
12;SP;MONGAGUA;20 a 39 anos;1
12;SP;MONGAGUA;40 a 59 anos;1
12;SP;MONTE ALEGRE DO SUL;40 a 59 anos;1
12;SP;MONTE ALTO;05 a 10 anos;1
12;SP;MONTE ALTO;20 a 39 anos;1
12;SP;MONTE ALTO;40 a 59 anos;1
12;SP;MONTE ALTO;60 a 69 anos;4
12;SP;MONTE APRAZIVEL;11 a 15 anos;1
12;SP;MONTE APRAZIVEL;20 a 39 anos;1
12;SP;MONTE APRAZIVEL;40 a 59 anos;1
12;SP;MONTE MOR;40 a 59 anos;1
12;SP;MORRO AGUDO;40 a 59 anos;1
12;SP;NARANDIBA;16 a 19 anos;1
12;SP;NARANDIBA;20 a 39 anos;2
12;SP;NOVA CAMPINA;20 a 39 anos;2
12;SP;NOVA GRANADA;20 a 39 anos;1
12;SP;NOVA GUATAPORANGA;70 anos e mais;1
12;SP;NOVA ODESSA;20 a 39 anos;2
12;SP;NOVO HORIZONTE;40 a 59 anos;2
12;SP;OLIMPIA;40 a 59 anos;1
12;SP;ORLANDIA;40 a 59 anos;1
12;SP;OSASCO;11 a 15 anos;2
12;SP;OSASCO;20 a 39 anos;4
12;SP;OSASCO;40 a 59 anos;3
12;SP;OSASCO;60 a 69 anos;3
12;SP;OSASCO;70 anos e mais;2
12;SP;OSCAR BRESSANE;05 a 10 anos;1
12;SP;OSCAR BRESSANE;11 a 15 anos;1
12;SP;OSCAR BRESSANE;20 a 39 anos;2
12;SP;OSCAR BRESSANE;40 a 59 anos;5
12;SP;OSCAR BRESSANE;70 anos e mais;1
12;SP;OSVALDO CRUZ;20 a 39 anos;1
12;SP;OSVALDO CRUZ;40 a 59 anos;1
12;SP;OURINHOS;40 a 59 anos;1
12;SP;PACAEMBU;05 a 10 anos;1
12;SP;PACAEMBU;20 a 39 anos;1
12;SP;PACAEMBU;60 a 69 anos;1
12;SP;PACAEMBU;70 anos e mais;1
12;SP;PALESTINA;40 a 59 anos;1
12;SP;PALMARES PAULISTA;16 a 19 anos;1
12;SP;PALMARES PAULISTA;40 a 59 anos;1
12;SP;PALMEIRA D OESTE;0 a 06 meses;1
12;SP;PALMEIRA D OESTE;40 a 59 anos;1
12;SP;PALMITAL;60 a 69 anos;1
12;SP;PARAGUACU PAULISTA;20 a 39 anos;1
12;SP;PARAGUACU PAULISTA;70 anos e mais;1
12;SP;PARAISO;11 a 15 anos;1
12;SP;PARAISO;20 a 39 anos;1
12;SP;PARAISO;40 a 59 anos;2
12;SP;PARANAPUA;20 a 39 anos;1
12;SP;PARAPUA;40 a 59 anos;1
12;SP;PARAPUA;60 a 69 anos;1
12;SP;PARIQUERA ACU;16 a 19 anos;1
12;SP;PAULICEIA;11 a 15 anos;1
12;SP;PAULINIA;20 a 39 anos;1
12;SP;PAULINIA;60 a 69 anos;1
12;SP;PAULINIA;70 anos e mais;1
12;SP;PEDERNEIRAS;40 a 59 anos;1
12;SP;PEDREIRA;20 a 39 anos;1
12;SP;PEDREIRA;40 a 59 anos;1
12;SP;PENAPOLIS;05 a 10 anos;1
12;SP;PENAPOLIS;16 a 19 anos;1
12;SP;PENAPOLIS;20 a 39 anos;3
12;SP;PENAPOLIS;40 a 59 anos;2
12;SP;PEREIRAS;20 a 39 anos;1
12;SP;PEREIRAS;40 a 59 anos;2
12;SP;PERUIBE;20 a 39 anos;1
12;SP;PERUIBE;40 a 59 anos;2
12;SP;PERUIBE;60 a 69 anos;1
12;SP;PERUIBE;70 anos e mais;1
12;SP;PIEDADE;20 a 39 anos;1
12;SP;PINDAMONHANGABA;20 a 39 anos;1
12;SP;PINDAMONHANGABA;40 a 59 anos;1
12;SP;PINDAMONHANGABA;60 a 69 anos;2
12;SP;PINDORAMA;40 a 59 anos;2
12;SP;PINHALZINHO;20 a 39 anos;1
12;SP;PINHALZINHO;60 a 69 anos;2
12;SP;PIRACICABA;05 a 10 anos;1
12;SP;PIRACICABA;20 a 39 anos;1
12;SP;PIRACICABA;70 anos e mais;2
12;SP;PIRAJU;05 a 10 anos;3
12;SP;PIRAJU;20 a 39 anos;2
12;SP;PIRAJU;40 a 59 anos;1
12;SP;PIRAJU;60 a 69 anos;1
12;SP;PIRAJU;70 anos e mais;2
12;SP;PIRAJUI;20 a 39 anos;2
12;SP;PIRAPOZINHO;40 a 59 anos;1
12;SP;PIRAPOZINHO;70 anos e mais;1
12;SP;PIRASSUNUNGA;20 a 39 anos;1
12;SP;PIRASSUNUNGA;40 a 59 anos;2
12;SP;POA;20 a 39 anos;5
12;SP;POA;60 a 69 anos;3
12;SP;POLONI;20 a 39 anos;1
12;SP;PONTAL;70 anos e mais;1
12;SP;PORANGABA;20 a 39 anos;1
12;SP;PORTO FELIZ;11 a 15 anos;1
12;SP;PORTO FELIZ;16 a 19 anos;1
12;SP;PORTO FELIZ;40 a 59 anos;3
12;SP;POTIM;11 a 15 anos;1
12;SP;POTIM;20 a 39 anos;1
12;SP;POTIM;70 anos e mais;1
12;SP;PRADOPOLIS;20 a 39 anos;2
12;SP;PRADOPOLIS;40 a 59 anos;1
12;SP;PRAIA GRANDE;20 a 39 anos;1
12;SP;PRAIA GRANDE;60 a 69 anos;1
12;SP;PRATANIA;20 a 39 anos;1
12;SP;PRATANIA;40 a 59 anos;1
12;SP;PRESIDENTE BERNARDES;02 a 04 anos;1
12;SP;PRESIDENTE EPITACIO;05 a 10 anos;1
12;SP;PRESIDENTE EPITACIO;07 meses a 01 ano;1
12;SP;PRESIDENTE EPITACIO;11 a 15 anos;1
12;SP;PRESIDENTE EPITACIO;20 a 39 anos;4
12;SP;PRESIDENTE EPITACIO;40 a 59 anos;3
12;SP;PRESIDENTE EPITACIO;60 a 69 anos;3
12;SP;PRESIDENTE PRUDENTE;02 a 04 anos;1
12;SP;PRESIDENTE PRUDENTE;05 a 10 anos;2
12;SP;PRESIDENTE PRUDENTE;16 a 19 anos;1
12;SP;PRESIDENTE PRUDENTE;20 a 39 anos;1
12;SP;PRESIDENTE PRUDENTE;40 a 59 anos;1
12;SP;PRESIDENTE VENCESLAU;70 anos e mais;1
12;SP;PROMISSAO;40 a 59 anos;1
12;SP;PROMISSAO;60 a 69 anos;1
12;SP;RANCHARIA;07 meses a 01 ano;1
12;SP;RANCHARIA;40 a 59 anos;1
12;SP;RANCHARIA;60 a 69 anos;1
12;SP;RANCHARIA;70 anos e mais;2
12;SP;REGENTE FEIJO;70 anos e mais;1
12;SP;REGINOPOLIS;20 a 39 anos;1
12;SP;REGISTRO;40 a 59 anos;1
12;SP;RIBEIRAO BONITO;20 a 39 anos;3
12;SP;RIBEIRAO PIRES;02 a 04 anos;1
12;SP;RIBEIRAO PIRES;20 a 39 anos;2
12;SP;RIBEIRAO PRETO;0 a 06 meses;2
12;SP;RIBEIRAO PRETO;02 a 04 anos;1
12;SP;RIBEIRAO PRETO;07 meses a 01 ano;2
12;SP;RIBEIRAO PRETO;11 a 15 anos;1
12;SP;RIBEIRAO PRETO;20 a 39 anos;8
12;SP;RIBEIRAO PRETO;40 a 59 anos;9
12;SP;RIBEIRAO PRETO;70 anos e mais;6
12;SP;RINCAO;20 a 39 anos;1
12;SP;RIO CLARO;05 a 10 anos;1
12;SP;RIO CLARO;16 a 19 anos;1
12;SP;RIO CLARO;20 a 39 anos;1
12;SP;RIO CLARO;40 a 59 anos;1
12;SP;RIO CLARO;60 a 69 anos;1
12;SP;RIOLANDIA;20 a 39 anos;1
12;SP;ROSANA;60 a 69 anos;1
12;SP;RUBINEIA;20 a 39 anos;1
12;SP;SALES OLIVEIRA;40 a 59 anos;1
12;SP;SALES OLIVEIRA;60 a 69 anos;1
12;SP;SALTINHO;40 a 59 anos;1
12;SP;SALTINHO;70 anos e mais;2
12;SP;SALTO;05 a 10 anos;1
12;SP;SALTO;20 a 39 anos;2
12;SP;SANTA ADELIA;05 a 10 anos;1
12;SP;SANTA ADELIA;20 a 39 anos;1
12;SP;SANTA ADELIA;40 a 59 anos;1
12;SP;SANTA ALBERTINA;20 a 39 anos;1
12;SP;SANTA BARBARA D OESTE;05 a 10 anos;1
12;SP;SANTA BARBARA D OESTE;07 meses a 01 ano;1
12;SP;SANTA BARBARA D OESTE;16 a 19 anos;1
12;SP;SANTA BARBARA D OESTE;20 a 39 anos;3
12;SP;SANTA BARBARA D OESTE;40 a 59 anos;2
12;SP;SANTA BRANCA;70 anos e mais;1
12;SP;SANTA CRUZ DA CONCEICAO;40 a 59 anos;1
12;SP;SANTA CRUZ DA CONCEICAO;60 a 69 anos;2
12;SP;SANTA CRUZ DAS PALMEIRAS;40 a 59 anos;1
12;SP;SANTA ERNESTINA;20 a 39 anos;1
12;SP;SANTA FE DO SUL;16 a 19 anos;1
12;SP;SANTA FE DO SUL;20 a 39 anos;1
12;SP;SANTA FE DO SUL;60 a 69 anos;2
12;SP;SANTA GERTRUDES;20 a 39 anos;1
12;SP;SANTA GERTRUDES;40 a 59 anos;1
12;SP;SANTA ISABEL;16 a 19 anos;1
12;SP;SANTA ISABEL;20 a 39 anos;3
12;SP;SANTA ISABEL;40 a 59 anos;3
12;SP;SANTA RITA D OESTE;60 a 69 anos;1
12;SP;SANTA RITA DO PASSA QUATRO;16 a 19 anos;1
12;SP;SANTA RITA DO PASSA QUATRO;40 a 59 anos;1
12;SP;SANTA RITA DO PASSA QUATRO;60 a 69 anos;1
12;SP;SANTA RITA DO PASSA QUATRO;70 anos e mais;1
12;SP;SANTA ROSA DE VITERBO;20 a 39 anos;1
12;SP;SANTA ROSA DE VITERBO;70 anos e mais;3
12;SP;SANTA SALETE;20 a 39 anos;1
12;SP;SANTA SALETE;40 a 59 anos;1
12;SP;SANTANA DE PARNAIBA;20 a 39 anos;1
12;SP;SANTANA DE PARNAIBA;70 anos e mais;1
12;SP;SANTO ANDRE;11 a 15 anos;1
12;SP;SANTO ANDRE;20 a 39 anos;2
12;SP;SANTO ANDRE;40 a 59 anos;4
12;SP;SANTO ANDRE;70 anos e mais;4
12;SP;SANTO ANTONIO DA ALEGRIA;20 a 39 anos;1
12;SP;SANTO ANTONIO DA ALEGRIA;40 a 59 anos;1
12;SP;SANTO ANTONIO DO JARDIM;20 a 39 anos;1
12;SP;SANTOPOLIS DO AGUAPEI;16 a 19 anos;1
12;SP;SANTOS;20 a 39 anos;2
12;SP;SANTOS;40 a 59 anos;2
12;SP;SANTOS;60 a 69 anos;1
12;SP;SANTOS;70 anos e mais;1
12;SP;SAO BERNARDO DO CAMPO;0 a 06 meses;1
12;SP;SAO BERNARDO DO CAMPO;20 a 39 anos;17
12;SP;SAO BERNARDO DO CAMPO;40 a 59 anos;12
12;SP;SAO BERNARDO DO CAMPO;60 a 69 anos;2
12;SP;SAO BERNARDO DO CAMPO;70 anos e mais;5
12;SP;SAO BERNARDO DO CAMPO;sem informaç ;1
12;SP;SAO CAETANO DO SUL;02 a 04 anos;1
12;SP;SAO CAETANO DO SUL;20 a 39 anos;2
12;SP;SAO CAETANO DO SUL;40 a 59 anos;2
12;SP;SAO CAETANO DO SUL;60 a 69 anos;1
12;SP;SAO CAETANO DO SUL;70 anos e mais;1
12;SP;SAO JOAO DA BOA VISTA;11 a 15 anos;1
12;SP;SAO JOAO DA BOA VISTA;16 a 19 anos;1
12;SP;SAO JOAO DA BOA VISTA;20 a 39 anos;5
12;SP;SAO JOAO DA BOA VISTA;40 a 59 anos;3
12;SP;SAO JOAO DA BOA VISTA;60 a 69 anos;3
12;SP;SAO JOAO DA BOA VISTA;70 anos e mais;4
12;SP;SAO JOAQUIM DA BARRA;20 a 39 anos;2
12;SP;SAO JOSE DO RIO PARDO;20 a 39 anos;1
12;SP;SAO JOSE DO RIO PRETO;0 a 06 meses;1
12;SP;SAO JOSE DO RIO PRETO;05 a 10 anos;1
12;SP;SAO JOSE DO RIO PRETO;07 meses a 01 ano;1
12;SP;SAO JOSE DO RIO PRETO;11 a 15 anos;1
12;SP;SAO JOSE DO RIO PRETO;20 a 39 anos;9
12;SP;SAO JOSE DO RIO PRETO;40 a 59 anos;6
12;SP;SAO JOSE DO RIO PRETO;60 a 69 anos;5
12;SP;SAO JOSE DO RIO PRETO;70 anos e mais;7
12;SP;SAO JOSE DOS CAMPOS;0 a 06 meses;3
12;SP;SAO JOSE DOS CAMPOS;05 a 10 anos;1
12;SP;SAO JOSE DOS CAMPOS;07 meses a 01 ano;3
12;SP;SAO JOSE DOS CAMPOS;11 a 15 anos;1
12;SP;SAO JOSE DOS CAMPOS;16 a 19 anos;6
12;SP;SAO JOSE DOS CAMPOS;20 a 39 anos;18
12;SP;SAO JOSE DOS CAMPOS;40 a 59 anos;17
12;SP;SAO JOSE DOS CAMPOS;60 a 69 anos;10
12;SP;SAO JOSE DOS CAMPOS;70 anos e mais;13
12;SP;SAO LOURENCO DA SERRA;20 a 39 anos;1
12;SP;SAO MANUEL;07 meses a 01 ano;1
12;SP;SAO MANUEL;20 a 39 anos;1
12;SP;SAO MANUEL;40 a 59 anos;1
12;SP;SAO PAULO;0 a 06 meses;6
12;SP;SAO PAULO;02 a 04 anos;18
12;SP;SAO PAULO;05 a 10 anos;16
12;SP;SAO PAULO;07 meses a 01 ano;22
12;SP;SAO PAULO;11 a 15 anos;13
12;SP;SAO PAULO;16 a 19 anos;13
12;SP;SAO PAULO;20 a 39 anos;122
12;SP;SAO PAULO;40 a 59 anos;98
12;SP;SAO PAULO;60 a 69 anos;46
12;SP;SAO PAULO;70 anos e mais;74
12;SP;SAO PAULO;sem informaç ;3
12;SP;SAO PEDRO;20 a 39 anos;3
12;SP;SAO PEDRO DO TURVO;40 a 59 anos;1
12;SP;SAO ROQUE;60 a 69 anos;1
12;SP;SAO SEBASTIAO;05 a 10 anos;1
12;SP;SAO SEBASTIAO;20 a 39 anos;4
12;SP;SAO SEBASTIAO;40 a 59 anos;3
12;SP;SAO SEBASTIAO DA GRAMA;20 a 39 anos;1
12;SP;SAO SEBASTIAO DA GRAMA;40 a 59 anos;1
12;SP;SAO SIMAO;40 a 59 anos;1
12;SP;SAO VICENTE;40 a 59 anos;1
12;SP;SERRA AZUL;07 meses a 01 ano;1
12;SP;SERRA AZUL;11 a 15 anos;1
12;SP;SERRA NEGRA;40 a 59 anos;1
12;SP;SERRA NEGRA;60 a 69 anos;1
12;SP;SERTAOZINHO;05 a 10 anos;1
12;SP;SERTAOZINHO;07 meses a 01 ano;1
12;SP;SERTAOZINHO;20 a 39 anos;4
12;SP;SERTAOZINHO;40 a 59 anos;1
12;SP;SERTAOZINHO;60 a 69 anos;1
12;SP;SERTAOZINHO;70 anos e mais;1
12;SP;SOCORRO;11 a 15 anos;1
12;SP;SOCORRO;20 a 39 anos;2
12;SP;SOCORRO;40 a 59 anos;3
12;SP;SOCORRO;70 anos e mais;1
12;SP;SOROCABA;05 a 10 anos;1
12;SP;SOROCABA;11 a 15 anos;1
12;SP;SOROCABA;16 a 19 anos;1
12;SP;SOROCABA;20 a 39 anos;5
12;SP;SOROCABA;40 a 59 anos;3
12;SP;SOROCABA;70 anos e mais;1
12;SP;SUMARE;05 a 10 anos;1
12;SP;SUMARE;20 a 39 anos;5
12;SP;SUMARE;40 a 59 anos;1
12;SP;SUMARE;60 a 69 anos;4
12;SP;SUMARE;70 anos e mais;2
12;SP;SUZANO;0 a 06 meses;1
12;SP;SUZANO;20 a 39 anos;3
12;SP;SUZANO;70 anos e mais;4
12;SP;TABAPUA;70 anos e mais;1
12;SP;TABOAO DA SERRA;20 a 39 anos;2
12;SP;TABOAO DA SERRA;40 a 59 anos;3
12;SP;TABOAO DA SERRA;60 a 69 anos;1
12;SP;TABOAO DA SERRA;70 anos e mais;1
12;SP;TAGUAI;16 a 19 anos;1
12;SP;TAGUAI;40 a 59 anos;1
12;SP;TAIACU;20 a 39 anos;1
12;SP;TANABI;60 a 69 anos;2
12;SP;TAPIRAI;20 a 39 anos;1
12;SP;TAQUARITINGA;05 a 10 anos;2
12;SP;TAQUARITINGA;07 meses a 01 ano;1
12;SP;TAQUARITINGA;16 a 19 anos;1
12;SP;TAQUARITINGA;20 a 39 anos;7
12;SP;TAQUARITINGA;40 a 59 anos;3
12;SP;TAQUARITINGA;60 a 69 anos;2
12;SP;TAQUARITINGA;70 anos e mais;2
12;SP;TAQUARITINGA;sem informaç ;1
12;SP;TAQUARITUBA;40 a 59 anos;1
